name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
sturz-julie;ger000066;Q52883292;Sturz;0;Julie;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:w3zd.0;;;;;1767;10;FALSCH;6,29E+15;4,89E+15;16;wohlau;44;3;;;1767;7;10;3;7;0;0;1;22;;49;0;5;15186;14792;604;372;0;not equal
sudermann-der-bettler-von-syrakus;ger000461;Q52883502;Sudermann;0;Der Bettler von Syrakus;Tragödie in fünf Akten und einem Vorspiel;Tragedy;http://www.textgridrep.org/textgrid:w40m.0;;;;;1911;66;FALSCH;8,17E+15;1,79E+16;2,18E+16;der_blinde;1,16E+16;5;;1911;1911;43;66;11;52;3;4;1;384;;50;0;5;24340;23086;3426;0;3276;not equal
sudermann-die-ehre;ger000107;Q25217734;Sudermann;0;Die Ehre;Schauspiel in vier Akten;;http://www.textgridrep.org/textgrid:w40n.0;;;;;1889;15;FALSCH;8,12E+15;5,71E+15;1,48E+16;muehlingk|robert;8;3;;1889;1889;12;15;6;9;0;0;1;60;;52;1;4;24385;23645;3202;1350;0;not equal
sudermann-die-schmetterlingsschlacht;ger000521;Q104664855;Sudermann;0;Die Schmetterlingsschlacht;Komödie in vier Akten;Comedy;https://books.google.com/books?id=KU04AQAAIAAJ&printsec=frontcover;Cotta;Stuttgart;1895;;1894;10;FALSCH;8,62E+15;7,56E+15;1,24E+16;rosi;68;2;;1894;1895;9;10;4;6;0;0;1;34;;58;1;4;19957;19149;2296;1271;0;not equal
sudermann-heimat;ger000100;Q5699549;Sudermann;0;Heimat;Schauspiel in vier Akten;;http://www.textgridrep.org/textgrid:w407.0;;;;;1893;14;FALSCH;8,31E+14;6,04E+15;1,40E+16;frau_schwartze;7,86E+15;2;;1893;1893;13;14;8;6;0;0;1;55;;53;1;4;22128;21466;2526;1079;0;not equal
sudermann-stein-unter-steinen;ger000541;Q107557211;Sudermann;0;Stein unter Steinen;Schauspiel in vier Akten;;https://www.gutenberg.org/ebooks/62132;;;;;1905;18;FALSCH;8,20E+15;5,49E+15;1,45E+16;zarncke|lore;9,33E+15;2;;1905;1905;15;18;4;12;2;3;1;84;;43;0;4;22102;20856;4194;1240;4;not equal
thoma-die-lokalbahn;ger000361;Q52884344;Thoma;0;Die Lokalbahn;Komödie in drei Akten;Comedy;http://www.textgridrep.org/textgrid:wbvk.0;;;;;1902;15;FALSCH;8,37E+15;5,81E+14;1,42E+16;buergermeister;8,13E+15;2;;1902;1902;14;15;4;11;0;0;1;61;;38;1;3;16381;15801;2557;1244;10;not equal
thoma-die-medaille;ger000037;Q52884454;Thoma;0;Die Medaille;Komödie in einem Akt;Comedy;http://www.textgridrep.org/textgrid:wc9p.0;;;;;1901;14;FALSCH;1;1;1;several characters;13;1;;1901;1901;13;14;4;10;0;0;1;91;;7;0;0;10364;10213;825;623;27;not equal
thoma-erster-klasse;ger000098;Q1362158;Thoma;0;Erster Klasse;Bauernschwank in einem Akt;Comedy;http://www.textgridrep.org/textgrid:wcbf.0;;;;;1910;10;FALSCH;95;9,33E+15;1,07E+16;several characters;84;2;;1910;1910;9;10;2;8;0;0;1;42;1910;6;1;0;9917;9746;1863;679;0;not equal
thoma-lottchens-geburtstag;ger000207;Q55007595;Thoma;0;Lottchens Geburtstag;Lustspiel in einem Akt;Comedy;http://www.textgridrep.org/textgrid:wc9q.0;;;;;1911;6;FALSCH;9;8;12;frau_giselius|coelestine;4;2;;1911;1911;5;6;4;2;0;0;1;12;1911;11;0;0;7449;7247;1096;515;0;not equal
thoma-magdalena;ger000073;Q1883767;Thoma;0;Magdalena;Ein Volksstück in drei Aufzügen;;http://www.textgridrep.org/textgrid:wc0g.0;;;;;1912;13;FALSCH;6,71E+15;3,59E+14;1,71E+15;thomas;4,31E+16;3;;1912;1912;11;13;3;9;1;1;1;28;;28;1;3;18748;18095;3334;1149;0;not equal
thoma-moral;ger000056;Q55007722;Thoma;0;Moral;Komödie in drei Akten;Comedy;http://www.textgridrep.org/textgrid:wcj0.0;;;;;1908;17;FALSCH;8,60E+15;4,34E+15;1,76E+16;beermann;6,94E+16;3;;1908;1909;13;17;7;10;0;0;1;59;;25;0;3;19086;18383;2458;1170;3;not equal
tieck-der-abschied;ger000714;Q130350990;Tieck;0;Der Abschied;Ein Trauerspiel in zwei Aufzügen;Tragedy;https://www.projekt-gutenberg.org/tieck/abschied/index.html;Bibliographisches Institut;Leipzig und Wien;1892;38;1798;4;FALSCH;5,83E+15;6,67E+15;1,33E+16;ramstein;2;2;;;1798;3;4;1;3;0;0;1;4;1792;14;0;2;9859;8380;872;326;6;not equal
tieck-der-gestiefelte-kater;ger000285;Q1198710;Tieck;0;Der gestiefelte Kater;Ein Kindermärchen in drei Akten, mit Zwischenspielen, einem Prologe und Epiloge;;http://www.textgridrep.org/textgrid:wdvq.0;;;;;1797;48;FALSCH;8,70E+15;4,46E+16;1,61E+16;fischer;2,10E+16;3;;1844;1797;43;48;2;36;10;8;1;503;;19;1;3;19066;18681;1785;789;47;not equal
tieck-die-theegesellschaft;ger000496;Q94393683;Tieck;0;Die Theegesellschaft;Lustspiel in Einem Aufzuge;Comedy;https://www.projekt-gutenberg.org/tieck/theeges/index.html;;;;;1797;10;FALSCH;9,35E+15;8,22E+15;1,18E+16;ahlfeld;74;2;;;1797;9;10;1;9;0;0;1;37;1796;18;0;0;9059;8794;554;567;0;not equal
tieck-die-verkehrte-welt;ger000313;Q55999055;Tieck;0;Die verkehrte Welt;Ein historisches Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:wdq6.0;;;;;1800;74;FALSCH;8,46E+15;2,91E+15;1,70E+15;scaevola;2,13E+15;3;;;1800;56;74;14;51;9;6;4;787;;21;0;5;23686;21524;1081;961;417;not equal
tieck-karl-von-berneck;ger000530;Q42191817;Tieck;0;Karl von Berneck;Trauerspiel in fünf Aufzügen;Tragedy;https://www.projekt-gutenberg.org/tieck/berneck/index.html;Reimer;Berlin;1829;144;1797;19;FALSCH;8,20E+15;6,02E+15;1,40E+16;conrad|karl;1,08E+16;2;;;1797;18;19;3;15;1;0;1;103;1793/1795;19;0;5;23520;22848;1244;1026;47;not equal
tieck-leben-und-tod-der-heiligen-genoveva;ger000531;Q105762516;Tieck;0;Leben und Tod der heiligen Genoveva;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:wdfd.0;;;;;1800;68;FALSCH;8,41E+15;1,60E+16;2,08E+16;siegfried;1,07E+16;4;;1807;1800;52;68;6;55;7;13;1;364;1799;61;0;0;46522;46138;1099;246;5676;not equal
tieck-prinz-zerbino;ger000259;Q55021950;Tieck;0;Prinz Zerbino oder die Reise nach dem guten Geschmack;Ein deutsches Lustspiel in sechs Akten;Comedy;http://www.textgridrep.org/textgrid:wd1q.0;;;;;1799;125;FALSCH;8,93E+15;1,19E+16;2,36E+15;nestor;148;4;;;1799;70;125;10;81;34;7;1;925;1797;52;1;6;58031;57458;2017;2092;3148;not equal
tieck-ritter-blaubart;ger000274;Q55999073;Tieck;0;Ritter Blaubart;Ein Ammenmärchen in vier Akten;;http://www.textgridrep.org/textgrid:wd6t.0;;;;;1797;25;FALSCH;8,26E+15;4,17E+15;1,69E+16;klaus;10;3;;1835;1797;20;25;4;20;1;3;1;125;1796;15;0;4;21134;20682;858;974;105;not equal
toerring-agnes-bernauerin;ger000404;Q55999126;Törring;0;Agnes Bernauerin;Ein vaterländisches Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:wf6k.0;;;;;1780;27;FALSCH;7,71E+15;3,50E+15;1,85E+16;albrecht;9,11E+14;3;;1781;1780;18;27;2;25;0;4;1;123;1780;36;0;5;15764;15015;1373;570;0;not equal
toller-masse-mensch;ger000703;Q1669407;Toller;0;Masse Mensch;Ein Stück aus der sozialen Revolution des 20. Jahrhunderts;;https://www.projekt-gutenberg.org/toller/massemen/index.html;Reclam;Stuttgart;1979;52;1920;69;FALSCH;9,62E+15;2,17E+14;1,78E+15;die_frau;1,47E+15;2;15.11.20;1920;1921;68;69;6;55;8;11;1;508;1919;7;0;0;7412;6437;918;0;1458;not equal
treitschke-das-bauerngut;ger000554;Q110826897;Treitschke;0;Das Bauerngut;Ein Lustspiel in einem Aufzuge. Fortsetzung der beyden Billets, und des Stammbaumes;Comedy;https://books.google.com/books?id=i2rquT3ZEEgC&printsec=frontcover;;Grätz;1799;48;1799;6;FALSCH;1;1;1;several characters;5;1;;1799;1799;5;6;1;5;0;0;1;15;;12;0;0;7994;7880;581;352;0;not equal
uhland-ernst-herzog-von-schwaben;ger000091;Q55999188;Uhland;0;Ernst Herzog von Schwaben;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:wpvj.0;;;;;1818;21;FALSCH;9,16E+15;6,81E+14;1,32E+15;kunrad|gisela|ernst;1,36E+16;2;;1818;1818;19;21;1;20;0;3;1;143;;8;0;5;14453;14258;462;0;2102;not equal
uhland-ludwig-der-bayer;ger000279;Q55999162;Uhland;0;Ludwig der Bayer;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:wp6p.0;;;;;1819;41;FALSCH;8,84E+15;2,24E+16;1,90E+16;friedrich;8,98E+15;3;;1826;1819;32;41;2;39;0;8;1;184;1817/1818;13;0;5;15483;14990;1112;0;2115;not equal
vanoni-der-friseur;ger000592;Q113649510;Vanoni;0;Der Friseur;Schwank in einem Akte;Comedy;https://resolver.staatsbibliothek-berlin.de/SBB0003353200000000;;München;1843;32;1843;10;FALSCH;75;6,67E+15;1,36E+16;herr_von_hasenhein|herr_von_gumpelhein;6;3;###############################################################################################################################################################################################################################################################;1843;1843;8;10;2;8;0;0;1;30;;28;0;0;7886;7524;807;305;2;not equal
vischer-faust;ger000064;Q1398532;Vischer;0;Faust;Der Tragödie dritter Teil;Tragedy;http://www.textgridrep.org/textgrid:wz0s.0;;;;;1862;68;FALSCH;9,06E+15;1,93E+16;1,91E+16;valentin;1,29E+16;3;;;1862;51;68;8;46;14;14;1;439;;36;1;3;33840;32912;3308;156;4650;not equal
voss-faust;ger000258;Q55999227;Voß;0;Faust;Trauerspiel mit Gesang und Tanz;Tragedy;http://www.textgridrep.org/textgrid:wzgs.0;;;;;1823;72;FALSCH;7,72E+15;8,18E+15;2,18E+15;faust;5,81E+15;3;;;1823;38;72;13;48;11;22;6;209;;63;0;5;13363;12447;2989;39;1613;not equal
wagner-das-rheingold;ger000317;Q327717;Wagner;0;Das Rheingold;;;http://www.textgridrep.org/textgrid:wzph.0;;;;;1853;14;WAHR;9,73E+15;8,90E+15;1,11E+14;alberich|wotan|loge;1,16E+16;2;;1869;1853;13;14;6;8;0;0;1;81;;4;34;0;10404;10082;2726;0;1876;not equal
wagner-der-fliegende-hollaender;ger000245;Q114640;Wagner;0;Der fliegende Holländer;;;http://www.textgridrep.org/textgrid:wzq0.0;;;;;1843;9;WAHR;1;1;1;several characters;8;1;;1843;;8;9;3;6;0;3;1;36;;3;37;3;7017;6718;1635;0;828;not equal
wagner-die-kindermoerderin;ger000396;Q1213864;Wagner;0;Die Kindermörderin;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:wznj.0;Winkler;München;1971;67;1776;14;FALSCH;8,55E+15;5,49E+15;1,45E+16;evchen|magister;7,14E+15;2;;1777;1776;11;14;6;8;0;0;1;50;;6;2;6;23297;23013;2159;726;10;not equal
wagner-die-meistersinger-von-nuernberg;ger000422;Q465540;Wagner;0;Die Meistersinger von Nürnberg;;;http://www.textgridrep.org/textgrid:wzp9.0;;;;;1868;32;WAHR;8,86E+15;6,11E+15;1,39E+16;walther|david;189375;2;;1868;;31;32;3;26;3;10;1;303;;14;34;3;23376;22099;5902;0;3031;not equal
wagner-die-reue-nach-der-that;ger000264;Q55999240;Wagner;0;Die Reue nach der That;Ein Schauspiel;;http://www.textgridrep.org/textgrid:wznr.0;;;;;1775;16;FALSCH;8,79E+15;6,92E+15;1,31E+16;langen|wilhelm|werner;10375;2;;1775;1775;15;16;6;10;0;0;1;83;;6;0;6;21415;21141;2210;814;4;not equal
wagner-die-walkuere;ger000349;Q324319;Wagner;0;Die Walküre;;;http://www.textgridrep.org/textgrid:wzp6.0;;;;;1853;14;WAHR;9,33E+15;7,03E+15;1,30E+16;bruennhilde|wotan;9,14E+15;2;;1870;1853;13;14;11;3;0;0;1;64;;11;36;3;12854;12120;3565;0;2296;not equal
wagner-goetterdaemmerung;ger000319;Q272029;Wagner;0;Götterdämmerung;;;http://www.textgridrep.org/textgrid:wzp1.0;;;;;1853;15;WAHR;8,21E+15;4;1,64E+15;siegfried;56;3;;1876;1853;13;15;10;5;0;0;1;42;;12;35;3;12856;12319;4169;0;2055;not equal
wagner-lohengrin;ger000175;Q23085;Wagner;0;Lohengrin;Romantische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:wzpz.0;;;;;1850;25;WAHR;7,59E+15;4,97E+16;1,42E+16;elsa|ortrud;1192;3;;1850;;20;25;6;18;1;15;2;149;;11;38;3;11960;10925;3830;0;1227;not equal
wagner-parsifal;ger000413;Q220340;Wagner;0;Parsifal;Ein Bühnenweihfestspiel;;http://www.textgridrep.org/textgrid:wzps.0;;;;;1877;23;WAHR;9,63E+15;6,13E+15;1,39E+16;kundry|parsifal;1,35E+16;2;;1882;1877;22;23;7;15;1;5;1;155;;3;41;3;10676;10453;3528;0;1293;not equal
wagner-siegfried;ger000105;Q333146;Wagner;0;Siegfried;;;http://www.textgridrep.org/textgrid:wzpd.0;;;;;1853;8;WAHR;7,29E+15;6,07E+15;1,43E+16;siegfried|wandrer;425;3;;1876;1853;6;8;2;5;1;0;1;17;;8;34;3;15041;14528;3593;0;2766;not equal
wagner-tannhaeuser;ger000415;Q560619;Wagner;0;Tannhäuser und Der Sängerkrieg auf Wartburg;Große romantische Oper in drei Akten;;http://www.textgridrep.org/textgrid:wzpp.0;;;;;1845;17;WAHR;9,21E+15;7,43E+15;1,26E+16;tannhaeuser;1,19E+16;2;;1845;;16;17;4;13;0;6;1;101;;11;36;3;7847;7188;2056;0;882;not equal
wagner-tristan-und-isolde;ger000166;Q1324254;Wagner;0;Tristan und Isolde;;;http://www.textgridrep.org/textgrid:wzq9.0;;;;;1859;10;WAHR;8,89E+15;8;12;isolde|brangaene|kurwenal;72;2;;1865;1859;9;10;2;8;0;1;1;36;1859;11;46;3;10931;10413;2162;0;2378;not equal
wagner-voltaire-am-abend-seiner-apotheose;ger000426;Q55999294;Wagner;0;Voltaire am Abend seiner Apotheose;Aus dem Französischen;;http://www.textgridrep.org/textgrid:wznq.0;Winkler;München;1971;14;1778;3;FALSCH;1;1;1;amme|voltaire|gespenst;2;1;;;1778;2;3;1;1;1;0;1;3;;1;1;0;4642;3756;1255;81;0;equal
waldvogl-die-falschen-banknoten;ger000718;Q132589577;Waldvogl;0;Die falschen Banknoten;Ein Trauerspiel in drey Akten;Tragedy;https://books.google.com/books?id=FvdHAAAAcAAJ&printsec=frontcover;Stahel;Wien und Leipzig;1787;96;1787;18;FALSCH;7,56E+15;3,53E+16;1,82E+16;timur_sohn;6;4;;;1787;13;18;2;16;0;0;1;54;;35;0;3;14990;14539;1517;645;0;not equal
wallenrodt-noch-jemands-ankunft-auf-st-helena;ger000727;Q133884183;Wallenrodt;0;Noch Jemand's Ankunft auf St. Helena;Nachspiel in Einem Akt;;https://books.google.com/books?id=cvhBAAAAcAAJ&printsec=frontcover;Fresser;Königsberg;1816;20;1816;9;FALSCH;1;1;1;several characters;8;1;###############################################################################################################################################################################################################################################################;1816;1816;8;9;1;8;0;0;1;36;;7;0;0;2660;2516;227;0;326;not equal
wedekind-der-kammersaenger;ger000003;Q56256400;Wedekind;0;Der Kammersänger;;;http://www.textgridrep.org/textgrid:x39r.0;;;;;1899;7;FALSCH;5,05E+15;4,29E+16;1,57E+16;gerardo;2,57E+16;2;;1899;1899;6;7;2;5;0;0;1;9;1897;10;1;0;10216;10044;1131;311;20;not equal
wedekind-der-marquis-von-keith;ger000425;Q21040523;Wedekind;0;Der Marquis von Keith;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:x3d6.0;;;;;1900;23;FALSCH;8,81E+15;7,04E+15;1,30E+16;von_keith|anna|scholz;1,55E+16;2;;1901;1900;22;23;8;15;0;0;1;178;;5;1;5;24502;23956;3179;996;0;not equal
wedekind-die-buechse-der-pandora;ger000436;Q1211843;Wedekind;0;Die Büchse der Pandora;Tragödie in drei Aufzügen mit einem Prolog;Tragedy;http://www.textgridrep.org/textgrid:x3bf.0;;;;;1902;23;FALSCH;9,35E+15;4,90E+15;1,30E+16;several characters;1,08E+16;2;;1904;1902;18;23;6;17;0;0;2;124;1894/1902;4;4;3;20089;19327;3287;777;98;not equal
wedekind-die-zensur;ger000377;Q56439985;Wedekind;0;Die Zensur;Theodizee in einem Akt;;http://www.textgridrep.org/textgrid:x3cv.0;;;;;1908;4;FALSCH;1;1;1;several characters;3;1;;1909;1908;3;4;2;2;0;0;1;6;1907;3;0;0;8599;8500;698;203;40;equal
wedekind-erdgeist;ger000140;Q478364;Wedekind;0;Erdgeist;Tragödie in vier Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:x3f6.0;;;;;1895;13;FALSCH;7,38E+15;4,87E+16;1,54E+16;lulu;5,85E+15;3;;1898;1895;11;13;3;10;0;0;1;38;1895;34;6;4;20088;18603;4188;1375;0;not equal
wedekind-franziska;ger000323;Q5493051;Wedekind;0;Franziska;Ein modernes Mysterium in fünf Akten;;http://www.textgridrep.org/textgrid:x37q.0;;;;;1912;35;FALSCH;9,25E+14;2,72E+15;1,73E+15;franziska;9,26E+15;3;;1912;1912;33;35;12;21;2;2;1;162;1911;21;1;5;23053;22496;2109;915;637;not equal
wedekind-fritz-schwigerling;ger000135;Q56587571;Wedekind;0;Fritz Schwigerling oder Der Liebestrank;Schwank in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:x3bs.0;;;;;1899;10;FALSCH;8,30E+15;6,22E+15;14;coelestin|fuerst;56;3;;1900;1899;8;10;3;7;0;0;1;28;;41;0;3;15124;14548;2792;895;4;not equal
wedekind-fruehlings-erwachen;ger000040;Q2549073;Wedekind;0;Frühlings Erwachen;Eine Kindertragödie;Tragedy;http://www.textgridrep.org/textgrid:x34j.0;;;;;1891;36;FALSCH;8,37E+15;2,70E+15;2,04E+16;melchior;9,44E+15;4;;1906;1891;24;36;7;29;0;0;1;170;1890;19;14;3;18789;18464;800;776;0;not equal
wedekind-hidalla;ger000023;Q56192031;Wedekind;0;Hidalla oder Sein und Haben;Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:x390.0;;;;;1904;15;FALSCH;9,17E+15;8,38E+15;1,16E+15;several characters;1,17E+16;2;;1905;1904;14;15;4;11;0;0;1;88;1903;5;0;5;19686;19295;2202;621;0;not equal
wedekind-koenig-nicolo;ger000191;Q56379521;Wedekind;0;König Nicolo oder So ist das Leben;Schauspiel in drei Aufzügen und neun Bildern mit einem Prolog;;http://www.textgridrep.org/textgrid:x3b4.0;;;;;1902;30;FALSCH;8,76E+15;3,06E+15;1,69E+16;koenig_nicolo;8,87E+15;2;;1902;1902;29;30;2;25;3;3;1;133;1901;10;0;3;19243;18499;2338;395;380;not equal
wedekind-musik;ger000146;Q56192008;Wedekind;0;Musik;Sittengemälde in vier Bildern;;http://www.textgridrep.org/textgrid:x37n.0;;;;;1908;10;FALSCH;7,45E+15;5,56E+15;1,44E+16;klara;5;2;;1908;1908;9;10;5;5;0;0;1;25;1906;16;0;4;14298;13735;1654;311;20;equal
wedekind-tod-und-teufel;ger000071;Q56449195;Wedekind;0;Tod und Teufel (Totentanz);Drei Szenen;;http://www.textgridrep.org/textgrid:x3cm.0;;;;;1906;4;FALSCH;1;1;1;several characters;3;1;;1906;1906;3;4;2;2;0;0;1;6;1905;3;0;0;7935;7756;639;133;252;equal
weidmann-der-dorfbarbier;ger000257;Q20203210;Weidmann;1;Der Dorfbarbier;Komische Oper in einem Akt;;http://www.textgridrep.org/textgrid:x3zz.0;;;;;1796;11;WAHR;8,22E+15;6,18E+15;1,24E+16;adam|lux;6,18E+15;2;;1796;;9;11;2;7;2;2;2;34;;13;1;0;6037;5914;558;216;304;not equal
weidmann-der-selbstmord-oder-der-unglueckliche-lottospieler;ger000677;Q124461049;Weidmann;0;Der Selbstmord, oder der unglückliche Lottospieler;Ein deutsches Originaldrama in Prosa von einem Aufzuge;;https://books.google.com/books?id=-yJVAAAAcAAJ&printsec=frontcover;Trattner;Wien;1773;36;1773;7;FALSCH;1;1;1;several characters;6;1;;;1773;6;7;2;5;0;0;1;21;;14;0;0;6620;6489;245;230;0;not equal
weidmann-johann-faust;ger000014;Q52929139;Weidmann;0;Johann Faust;Ein Allegorisches Drama von fünf Aufzügen;;http://www.textgridrep.org/textgrid:x400.0;;;;;1775;17;FALSCH;8,54E+15;3,01E+15;1,83E+16;faust;4,82E+15;3;;;1775;13;17;4;12;1;1;1;41;;37;0;5;14419;12959;698;455;24;not equal
weise-masaniello;ger000594;Q115044856;Weise;0;Masaniello;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:x4c3.0;Reclam;Stuttgart;1972;;1682;75;FALSCH;7,13E+14;1,73E+16;1,93E+16;allegro;1,28E+16;3;###############################################################################################################################################################################################################################################################;1682;1683;52;75;11;63;1;4;4;481;;99;0;5;40160;38084;1903;1647;68;not equal
weisse-atreus-und-thyest;ger000291;Q52928953;Weiße;0;Atreus und Thyest;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:x4gj.0;Reclam;Leipzig;1938;67;1766;5;FALSCH;9;9;11;atreus|aegisth|thyest;36;2;;1767;1766;4;5;1;4;0;0;1;9;1766;30;0;5;15086;14897;639;0;2159;not equal
weisse-die-jagd;ger000186;Q5274380;Weiße;0;Die Jagd;Eine komische Oper in drey Aufzügen;;http://www.textgridrep.org/textgrid:x4q9.0;;;;;1770;17;WAHR;8,89E+15;4,85E+15;1,59E+15;toeffel;7,76E+15;3;;1770;1770;13;17;3;10;4;4;1;66;;34;2;3;21531;20708;1814;709;583;not equal
weissenthurn-das-manuscript;ger000340;Q51433398;Weißenthurn;0;Das Manuscript;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:x4vf.0;;;;;1817;15;FALSCH;7,80E+15;3,71E+16;1,78E+16;flint|walter;52;3;;;1817;10;15;6;9;0;0;1;39;;34;0;5;20961;20587;2213;1280;0;not equal
weissenthurn-die-schwestern-st-janvier;ger000213;Q51433501;Weißenthurn;0;Die Schwestern St. Janvier;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:x4vx.0;;;;;1821;27;FALSCH;8,10E+15;2,99E+16;1,97E+16;diakue;7,78E+15;4;;;1821;17;27;7;18;2;8;1;105;;39;0;5;16508;15889;1613;0;2075;not equal
weissenthurn-johann-herzog-von-finnland;ger000456;Q51433734;Weißenthurn;0;Johann, Herzog von Finnland;Schauspiel in fünf Aufzügen, nach der Geschichte, mit den nöthigen theatralischen Änderungen;;http://www.textgridrep.org/textgrid:x4vq.0;;;;;1811;23;FALSCH;7,61E+15;3,36E+15;1,81E+16;joeran;7,39E+15;4;;1811;1817;18;23;2;21;0;2;1;85;;38;0;5;21636;21093;2372;933;0;not equal
weissenthurn-welche-ist-die-braut;ger000394;Q51433812;Weißenthurn;0;Welche ist die Braut!;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:x4vh.0;;;;;1813;21;FALSCH;9,21E+15;7,38E+15;1,27E+16;baroninn|bluemlein|waldberg;1,48E+16;3;;1813;1817;19;21;12;8;1;1;1;155;;31;0;5;23855;23402;1523;1390;112;not equal
