name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
schiller-die-jungfrau-von-orleans;ger000227;Q1125010;Schiller;0;Die Jungfrau von Orleans;Eine romantische Tragödie;Tragedy;http://www.textgridrep.org/textgrid:tz9d.0;Hanser;München;1962;126;1801;47;FALSCH;7,56E+14;1,55E+16;2,42E+15;johanna;7,15E+15;5;###############################################################################################################################################################################################################################################################;1801;1801;28;47;6;40;1;4;1;168;1800/1801;63;19;5;28828;27778;3075;0;3756;not equal
schiller-die-piccolomini;ger000086;Q1215415;Schiller;0;Die Piccolomini;In fünf Aufzügen;;http://www.textgridrep.org/textgrid:tz6r.0;Hanser;München;1962;93;1799;28;FALSCH;8,78E+15;2,54E+16;2,07E+16;terzky;6,86E+15;4;###############################################################################################################################################################################################################################################################;1799;1800;15;28;3;25;0;0;2;96;1796/1798;31;2;5;21352;20723;1754;1;2834;not equal
schiller-die-raeuber;ger000008;Q466333;Schiller;0;Die Räuber;Ein Schauspiel;;http://www.textgridrep.org/textgrid:v0fv.0;Hanser;München;1962;138;1781;26;FALSCH;8,48E+14;5,17E+15;1,48E+16;grimm|schwarz;1,29E+16;2;###############################################################################################################################################################################################################################################################;1782;1781;25;26;1;24;1;2;1;168;1779/1780;15;28;5;40877;39319;2280;1084;136;not equal
schiller-die-verschwoerung-des-fiesco-zu-genua;ger000451;Q382941;Schiller;0;Die Verschwörung des Fiesco zu Genua;Ein republikanisches Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:tzgk.0;Hanser;München;1962;113;1782;36;FALSCH;7,67E+15;2,11E+15;1,96E+16;fiesco;7,39E+15;4;;1782;1783;28;36;5;28;3;8;1;133;;75;12;5;30240;28851;3982;1251;0;not equal
schiller-don-carlos-infant-von-spanien;ger000217;Q498408;Schiller;0;Don Carlos, Infant von Spanien;Ein dramatisches Gedicht;;http://www.textgridrep.org/textgrid:tx4z.0;Hanser;München;1962;213;1787;26;FALSCH;6,81E+15;3,45E+15;18;koenig_philipp;8,62E+15;3;###############################################################################################################################################################################################################################################################;1787;1787;20;26;6;20;0;1;1;112;1782/1787;69;24;5;44148;42704;6091;0;6550;not equal
schiller-kabale-und-liebe;ger000096;Q263150;Schiller;0;Kabale und Liebe;Ein bürgerliches Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:tz39.0;Hanser;München;1962;104;1784;17;FALSCH;7,40E+15;3,01E+15;2,06E+16;lady;4,82E+15;4;###############################################################################################################################################################################################################################################################;1784;1784;9;17;4;12;1;0;1;41;1782/1783;37;23;5;31028;29172;4073;922;0;not equal
schiller-maria-stuart;ger000311;Q425837;Schiller;0;Maria Stuart;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:twt3.0;Hanser;München;1962;138;1800;20;FALSCH;6,79E+15;3,05E+16;2,16E+15;elisabeth;58;4;###############################################################################################################################################################################################################################################################;1800;1801;12;20;6;14;0;1;1;58;1799/1800;52;20;5;30635;29730;2219;0;4326;not equal
schiller-wallensteins-lager;ger000025;Q2542703;Schiller;0;Wallensteins Lager;;;http://www.textgridrep.org/textgrid:txtj.0;Hanser;München;1962;43;1798;27;FALSCH;8,36E+14;4,05E+15;1,64E+16;trompeter;1,05E+16;3;###############################################################################################################################################################################################################################################################;1798;1800;25;27;2;23;2;4;1;142;1796/1798;11;2;0;8926;7819;407;0;1117;not equal
schiller-wallensteins-tod;ger000058;Q1742540;Schiller;0;Wallensteins Tod;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:v0nx.0;Hanser;München;1962;141;1799;33;FALSCH;6,84E+14;2,35E+16;2,06E+16;graefin;7,52E+15;4;###############################################################################################################################################################################################################################################################;1799;1800;20;33;5;27;1;0;1;124;1796/1799;63;2;5;31542;30810;2712;0;4256;not equal
schiller-wilhelm-tell;ger000452;Q937281;Schiller;0;Wilhelm Tell;Schauspiel;;http://www.textgridrep.org/textgrid:tz0c.0;Hanser;München;1962;117;1804;66;FALSCH;8,76E+15;2,49E+16;1,86E+15;stauffacher;1,62E+16;3;###############################################################################################################################################################################################################################################################;1804;1804;47;66;7;46;13;16;1;534;1802/1804;15;16;5;28076;27222;3046;0;3487;not equal
schink-der-neue-doktor-faust;ger000072;Q55998256;Schink;0;Der neue Doktor Faust;Eine Plaisanterie mit Gesang, in zwei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:v183.0;;;;;1782;4;FALSCH;5,83E+15;6,67E+15;1,33E+16;rosalinde;2;2;;;1782;3;4;1;2;1;1;1;4;;14;0;2;5484;5368;433;199;79;not equal
schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat;ger000218;Q55998364;Schink;0;Hanswurst von Salzburg mit dem hölzernen Gat;Historisch Schauspiel in drei Aufzügen;;http://www.textgridrep.org/textgrid:v186.0;;;;;1778;18;FALSCH;5,54E+15;1,83E+15;1725;hanswurst;3,11E+15;3;;;1778;11;18;4;14;0;0;4;28;;31;0;3;16549;16060;1056;2;2080;not equal
schlaf-meister-oelze;ger000248;Q1352330;Schlaf;0;Meister Oelze;Drama in drei Aufzügen;;http://www.textgridrep.org/textgrid:v18g.0;;;;;1892;8;FALSCH;9,40E+15;9,29E+15;1,07E+16;several characters;65;2;;1900;1892;7;8;4;4;0;0;1;26;;3;1;3;20116;19529;4051;958;18;equal
schlegel-alarcos;ger000164;Q55998387;Schlegel;0;Alarcos;Ein Trauerspiel in zwei Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:v341.0;;;;;1802;11;FALSCH;8,18E+15;6,18E+15;1,44E+16;alvaro;6,18E+15;3;;1802;1802;9;11;5;6;0;0;1;34;1801;7;0;2;10617;10484;231;0;1298;not equal
schlegel-canut;ger000417;Q1033928;Schlegel;0;Canut;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:v3mq.0;Arion;Weimar;1963;45;1746;7;FALSCH;7,38E+15;6,19E+15;1,38E+15;estrithe;3,71E+16;2;;;1746;6;7;2;5;0;0;1;13;1746;23;1;5;15488;13979;64;0;1571;not equal
schlegel-der-geschaeftige-muessiggaenger;ger000397;Q55998437;Schlegel;0;Der geschäftige Müssiggänger;Ein Lustspiel;Comedy;http://www.textgridrep.org/textgrid:v3mx.0;Arion;Weimar;1963;68;1743;15;FALSCH;8,05E+15;4,19E+16;1,58E+16;frau_sylvesterinn;5,87E+15;2;;;1743;14;15;5;10;0;0;1;44;1741;44;0;5;23037;22710;151;1058;20;not equal
schlegel-der-triumph-der-guten-frauen;ger000342;Q55998475;Schlegel;0;Der Triumph der guten Frauen;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:v3n4.0;Arion;Weimar;1963;63;1748;7;FALSCH;8,43E+15;7,14E+15;1,29E+16;cathrine;4,29E+15;2;;;1748;6;7;4;3;0;0;1;15;1747;48;0;5;20988;20636;237;953;0;not equal
schlegel-die-entfuehrte-dose;ger000665;Q124217835;Schlegel;0;Die entführte Dose;Ein Lustspiel in einem Aufzuge;Comedy;https://books.google.com/books?id=m5TUtgEACAAJ&pg=PA619;Mummische Buchhandlung;Kopenhagen und Leipzig;1762;17;1740;5;FALSCH;7;7;13;foppendorf;28;2;;1740;1762;4;5;2;3;0;0;1;7;1740;4;0;0;2237;1640;12;0;213;not equal
schlegel-die-stumme-schoenheit;ger000328;Q55998571;Schlegel;0;Die stumme Schönheit;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:v3mw.0;Arion;Weimar;1963;25;1747;8;FALSCH;8,71E+15;75;125;jungwitz;525;2;###############################################################################################################################################################################################################################################################;1754;1747;7;8;4;4;0;0;1;21;1747;25;0;0;7676;7464;166;0;897;equal
schlegel-dueval-und-charmille;ger000613;Q118134246;Schlegel;0;Düval und Charmille;Ein bürgerlich Trauerspiel in fünf Aufzügen. Von einem Frauenzimmer;Tragedy;https://books.google.com/books?id=asJTAAAAcAAJ&printsec=frontcover;Weidmann;Leipzig;1778;140;1778;9;FALSCH;8,27E+15;6,67E+15;1,33E+16;mariane|dueval;5,33E+15;2;;;1778;8;9;3;6;0;0;1;24;;45;0;5;12190;11225;1796;414;0;not equal
schlegel-jon;ger000234;Q55998652;Schlegel;0;Jon;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:v1sm.0;;;;;1802;6;FALSCH;75;6;11;kreusa|pythia|xuthus;3;2;;1802;1803;4;6;2;4;0;0;2;9;;23;0;5;17001;16835;277;0;2380;not equal
schlosser-die-maskerade;ger000635;Q121354014;Schlosser;0;Die Maskerade;Ein Lustspiel in einem Akt;Comedy;https://books.google.com/books?id=MLIxT1wk4v4C&pg=PA269;Cramer;;1767;49;1767;7;FALSCH;8,67E+15;8,10E+15;1,19E+16;lucinde|valer;4,86E+15;2;###############################################################################################################################################################################################################################################################;1785;1767;6;7;2;5;0;0;1;17;;14;0;0;7431;6888;955;281;4;not equal
schnitzer-der-zigeunerbaron;ger000292;Q464511;Schnitzer;0;Der Zigeunerbaron;Operette in 3 Acten;;http://www.textgridrep.org/textgrid:v3q4.0;;;;;1885;19;WAHR;9,11E+15;7,78E+15;1,23E+16;several characters;14;3;;1885;;17;19;5;11;3;8;1;133;;14;22;3;8208;7979;341;0;1571;not equal
schnitzler-anatol;ger000089;Q487409;Schnitzler;0;Anatol;;;http://www.textgridrep.org/textgrid:v3vp.0;;;;;1893;11;FALSCH;6,84E+15;3,45E+16;1,65E+16;anatol;3,45E+16;2;;1910;1893;10;11;7;4;0;0;1;19;1891;7;4;7;21918;21415;1830;1589;10;not equal
schnitzler-anatols-groessenwahn;ger000176;Q56256182;Schnitzler;0;Anatols Größenwahn;;;http://www.textgridrep.org/textgrid:v3t3.0;;;;;1891;6;FALSCH;1;1;1;several characters;5;1;;1932;1955;5;6;2;4;0;0;1;15;1891;1;0;1;5092;4960;299;410;0;not equal
schnitzler-das-weite-land;ger000277;Q1171735;Schnitzler;0;Das weite Land;Tragikomödie in fünf Akten;Tragicomedy;http://www.textgridrep.org/textgrid:v3vz.0;;;;;1910;29;FALSCH;9,08E+15;6,11E+15;1,39E+16;erna|friedrich;1,71E+16;2;;1911;1910;28;29;9;18;2;2;1;248;1910;5;1;5;32269;31529;3773;1553;0;not equal
schnitzler-der-einsame-weg;ger000017;Q1198519;Schnitzler;0;Der einsame Weg;Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:v3sh.0;;;;;1904;11;FALSCH;8,39E+15;6,18E+15;1,38E+16;felix;6,18E+15;2;;1904;1904;10;11;4;7;0;0;1;34;1903;37;3;5;23758;23043;1849;1053;0;not equal
schnitzler-der-gruene-kakadu;ger000336;Q2675124;Schnitzler;0;Der grüne Kakadu;Groteske in einem Akt;Comedy;http://www.textgridrep.org/textgrid:v3rv.0;;;;;1899;24;FALSCH;1;1;1;several characters;23;1;;1899;1899;23;24;5;17;2;2;1;276;;1;4;1;11182;11015;1131;701;5;not equal
schnitzler-der-puppenspieler;ger000306;Q56256231;Schnitzler;0;Der Puppenspieler;Studie in einem Aufzug;;http://www.textgridrep.org/textgrid:v3rz.0;;;;;1903;4;FALSCH;1;1;1;several characters;3;1;;1903;1906;3;4;1;3;0;0;1;6;;1;0;1;5225;5118;424;231;0;not equal
schnitzler-der-tapfere-cassian;ger000205;Q56254827;Schnitzler;0;Der tapfere Cassian;Puppenspiel in einem Akt;;http://www.textgridrep.org/textgrid:v3qp.0;;;;;1904;4;FALSCH;1;1;1;several characters;3;1;;1904;1906;3;4;1;3;0;0;1;6;1902;1;1;1;4671;4593;316;286;0;not equal
schnitzler-die-frau-mit-dem-dolche;ger000557;Q1212655;Schnitzler;0;Die Frau mit dem Dolche;Schauspiel in einem Akt;;http://www.textgridrep.org/textgrid:v3s3.0;;;;;1902;3;FALSCH;1;1;1;leonhard_lionardo|pauline_paola|remigio;2;1;;1902;1902;2;3;1;2;0;0;1;3;1901;3;1;1;4452;4150;705;133;296;not equal
schnitzler-die-letzten-masken;ger000558;Q1218934;Schnitzler;0;Die letzten Masken;Schauspiel in einem Akt;;http://www.textgridrep.org/textgrid:v3s3.0;;;;;1902;6;FALSCH;1;1;1;several characters;5;1;;1902;1902;5;6;1;5;0;0;1;15;1901;1;1;1;5368;5238;610;194;0;not equal
schnitzler-komoedie-der-verfuehrung;ger000544;Q1781088;Schnitzler;0;Komödie der Verführung;in drei Akten;Comedy;https://resolver.staatsbibliothek-berlin.de/SBB000345E100000000;S. Fischer;Berlin;1924;260;1924;29;FALSCH;8,93E+15;6,67E+15;1,33E+15;ambros|max;1,87E+16;2;11.10.24;1924;1924;28;29;12;16;1;1;1;271;;5;1;3;40136;37993;4956;1979;0;not equal
schnitzler-komtesse-mizzi;ger000150;Q1781040;Schnitzler;0;Komtesse Mizzi oder Der Familientag;Komödie in einem Akt;Comedy;http://www.textgridrep.org/textgrid:v3sw.0;;;;;1909;9;FALSCH;1;1;1;several characters;8;1;;1909;1909;8;9;2;7;0;0;1;36;1907;1;1;1;10110;9953;741;545;0;not equal
schnitzler-lebendige-stunden;ger000556;Q1335820;Schnitzler;0;Lebendige Stunden;Ein Akt;;http://www.textgridrep.org/textgrid:v3s3.0;;;;;1902;3;FALSCH;1;1;1;borromaeus|hausdorfer|heinrich;2;1;;1902;1902;2;3;0;3;0;0;1;3;1901;1;1;1;4211;4117;353;156;0;not equal
schnitzler-liebelei;ger000080;Q1823758;Schnitzler;0;Liebelei;Schauspiel in drei Akten;;http://www.textgridrep.org/textgrid:v3vb.0;;;;;1895;9;FALSCH;8,69E+15;7,78E+15;1,22E+16;theodor|mizi|christine;6,22E+15;2;;1895;1896;8;9;4;5;0;0;1;28;1894;3;4;3;14999;14868;2341;961;0;not equal
schnitzler-literatur;ger000559;Q1865099;Schnitzler;0;Literatur;Lustspiel in einem Akt;Comedy;http://www.textgridrep.org/textgrid:v3s3.0;;;;;1902;3;FALSCH;1;1;1;klemens|margarete|gilbert;2;1;;1902;1902;2;3;1;2;0;0;1;3;1901;1;1;1;7031;6944;308;405;0;not equal
schnitzler-professor-bernhardi;ger000343;Q872683;Schnitzler;0;Professor Bernhardi;Komödie in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:v3tw.0;;;;;1912;23;FALSCH;8,27E+15;6,05E+15;1,40E+16;bernhardi;1,33E+16;2;;1912;1912;22;23;1;22;0;0;1;153;;5;3;5;37476;36960;2722;1665;0;not equal
schnitzler-reigen;ger000232;Q1414190;Schnitzler;0;Reigen;;;http://www.textgridrep.org/textgrid:v3w3.0;;;;;1903;11;FALSCH;1,52E+15;2,18E+16;2,82E+16;dirne|graf;2,18E+16;5;23.12.20;1920;1903;3;11;6;5;0;0;1;12;1896/1897;10;10;0;19387;18538;2410;1431;0;not equal
schnitzler-zum-grossen-wurstel;ger000022;Q29014616;Schnitzler;0;Zum grossen Wurstel;Burleske in einem Akt;Comedy;http://www.textgridrep.org/textgrid:v3t6.0;;;;;1906;31;FALSCH;1;1;1;several characters;30;1;;1906;1906;30;31;5;23;3;2;1;465;1902/1904;1;1;1;5465;5157;1272;147;374;not equal
schober-alfonso-und-estrella;ger000154;Q2032667;Schober;0;Alfonso und Estrella;Romantische Oper in drei Akten;;http://www.textgridrep.org/textgrid:v401.0;;;;;1854;18;WAHR;8,21E+15;5,16E+15;1,52E+15;chor_der_frauen;8,78E+15;3;;1854;;14;18;4;11;3;10;1;79;;23;9;3;6163;5702;886;0;918;not equal
schoenherr-der-weibsteufel;ger000478;Q1197996;Schönherr;0;Der Weibsteufel;Drama in fünf Akten;;https://www.gutenberg.org/ebooks/49059;Staackmann;Leipzig;1914;113;1914;3;FALSCH;1;1;1;mann|weib|jaeger;2;1;;1915;1914;2;3;1;2;0;0;1;3;1914;5;1;5;19027;18900;5788;699;0;not equal
schoenthan-der-raub-der-sabinerinnen;ger000271;Q1196392;Schönthan;1;Der Raub der Sabinerinnen;Schwank in vier Akten;Comedy;http://www.textgridrep.org/textgrid:v409.0;;;;;1884;11;FALSCH;9,29E+15;7,27E+15;1,29E+15;several characters;7,27E+16;3;;1884;1885;9;11;5;6;0;0;1;40;;46;1;4;22872;22443;3515;1278;2;not equal
schouwaert-die-ueberschwemmung;ger000466;Q51368953;Schouwärt;0;Die Überschwemmung;Ein Schauspiel in drey Akten;;https://de.wikisource.org/wiki/Schouwärt_–_Die_Ueberschwemmung_(1784);;;;;1784;16;FALSCH;8,67E+15;6,33E+15;1,39E+16;poell|leopoldine|amtmann;95;3;;;1784;13;16;4;11;1;0;1;76;1784;48;0;3;20133;19610;665;583;6;not equal
schrader-der-hohlweg;ger000621;Q118871504;Schrader;0;Der Hohlweg;Lustspiel in einem Akt;Comedy;https://de.wikisource.org/wiki/Der_Hohlweg;Vereins-Buchhandlung;Berlin;1843;32;1843;8;FALSCH;6,85E+15;6,07E+15;1,39E+16;graf;425;2;;;1843;7;8;3;5;0;0;1;17;;13;0;0;8732;8509;501;373;24;not equal
schroeder-der-vetter-in-lissabon;ger000382;Q51451355;Schröder;0;Der Vetter in Lissabon;Ein bürgerliches Familiengemälde in drei Aufzügen;;http://www.textgridrep.org/textgrid:vhgn.0;;;;;1784;11;FALSCH;7,47E+15;6,18E+15;1,38E+16;mad_wagner;6,18E+15;2;;1784;1786;10;11;4;7;0;0;1;34;;50;0;3;12447;12121;1077;758;0;not equal
schuetz-die-katze-laesst-das-mausen-nicht;ger000580;Q112686910;Schütz;0;Die Katze läßt das Mausen nicht;Sprüchwort in einem Aufzuge, als Fortsetzung des Bauernguts;Comedy;https://de.wikisource.org/wiki/Die_Katze_läßt_das_Mausen_nicht_(Schütz);Bechtold;Altona;1801;32;1800;7;FALSCH;9,24E+15;6,19E+15;1,38E+15;wirth;3,71E+16;2;###############################################################################################################################################################################################################################################################;1800;1801;6;7;1;6;0;1;1;13;;14;0;0;4248;4085;256;240;0;not equal
seemann-dulk-die-waende;ger000459;Q51459425;Seemann;1;Die Wände;Eine politische Komödie in einem Akte;Comedy;http://www.textgridrep.org/textgrid:mk3n.0;;;;;1848;8;FALSCH;7,82E+15;6,43E+15;1,36E+16;hans;45;2;;;1848;7;8;0;7;1;0;1;18;;9;0;0;5779;5596;406;0;681;not equal
sessa-unser-verkehr;ger000503;Q99601642;Sessa;0;Unser Verkehr;Eine Posse in einem Akte;Comedy;https://books.google.com/books?id=h2BVAAAAcAAJ&printsec=frontcover;Haas;Wien;1815;49;1813;16;FALSCH;7,43E+15;4;16;jakob;6;2;;1813;1815;15;16;3;11;2;2;1;48;;23;0;0;7990;7759;852;452;0;not equal
seume-miltiades;ger000479;Q79509676;Seume;0;Miltiades;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://www.projekt-gutenberg.org/seume/miltiade/index.html;Hempel;Berlin;1879;59;1808;14;FALSCH;7,45E+15;5,60E+15;1,46E+16;miltiades;7,29E+15;3;;1868;1808;12;14;1;12;1;1;1;51;;23;0;5;14657;12141;410;0;1798;not equal
sievers-die-schatzgraeber;ger000590;Q113016336;Sievers;0;Die Schatzgräber;Posse in einem Aufzuge. Fortsetzung der beiden Billets;Comedy;https://books.google.com/books?id=dUrPFPLOy_8C&printsec=frontcover;;;;;1807;6;FALSCH;1;1;1;several characters;5;1;;;1807;5;6;1;5;0;1;1;15;;9;0;0;7709;7426;774;334;0;not equal
simrock-doctor-johannes-faust;ger000228;Q55999026;Simrock;0;Doctor Johannes Faust;Puppenspiel in vier Aufzügen;;http://www.textgridrep.org/textgrid:vnmx.0;;;;;1846;22;FALSCH;7,98E+15;3,55E+14;1,71E+16;faust;7,45E+15;3;;;1846;17;22;5;14;3;1;1;82;;19;0;4;11116;10263;958;337;297;not equal
soden-doktor-faust;ger000450;Q55803592;Soden;0;Doktor Faust;Volks-Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:vnn3.0;;;;;1797;62;FALSCH;7,85E+15;1,52E+16;1,87E+15;doktor_faust;9,29E+15;3;;;1797;60;62;5;30;27;0;1;288;;65;0;5;21601;21034;1021;1360;0;not equal
solbrig-die-dorfschule;ger000526;Q105525766;Solbrig;0;Die Dorfschule;Eine charakteristische Posse in einem Akte;Comedy;https://books.google.com/books?id=q1PDO0ko1mcC&pg=PA51;Schütz;Magdeburg;1819;30;1812;9;FALSCH;1;1;1;several characters;8;1;;1812;1819;8;9;0;9;0;0;1;36;;2;0;0;3599;3523;267;182;4;not equal
sonnleithner-dir-wie-mir;ger000660;Q123954090;Sonnleithner;0;Dir wie mir;Eine dramatische Kleinigkeit in einem Akt;;https://books.google.com/books?id=E5RHk-bSzcgC&printsec=frontcover;;;;;1808;4;FALSCH;1;1;1;several characters;3;1;###############################################################################################################################################################################################################################################################;1808;1812;3;4;2;2;0;0;1;6;;17;0;0;5769;5648;299;380;0;equal
sonnleithner-fidelio;ger000095;Q193778;Sonnleithner;2;Fidelio;Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:vpv1.0;;;;;1805;12;WAHR;8,62E+15;5,45E+15;1,58E+16;rocco|pizarro;6;3;;1805;;9;12;2;9;1;3;1;36;;20;45;2;8488;7862;1835;160;664;not equal
sorge-der-bettler;ger000534;Q64733581;Sorge;0;Der Bettler;Eine dramatische Sendung;;http://www.textgridrep.org/textgrid:vpvq.0;;;;;1912;57;FALSCH;9,90E+15;8,16E+15;1,18E+16;dichter_sohn_bruder_juengling|das_maedchen;4,57E+15;2;;1917;1912;56;57;18;39;0;4;1;1302;;5;1;5;20845;19644;4457;505;713;not equal
sorge-der-sieg-des-christos;ger000149;Q52882110;Sorge;0;Der Sieg des Christos;Eine Vision dargestellt in dramatischen Bildern;;http://www.textgridrep.org/textgrid:vpvw.0;;;;;1924;37;FALSCH;8,53E+15;1,64E+16;1,72E+15;luther;5,89E+15;3;;;1924;20;37;3;27;7;5;3;109;1914;18;0;0;20208;19255;3171;0;2451;not equal
sorge-odysseus;ger000418;Q52882303;Sorge;0;Odysseus;Dramatische Phantasie;;http://www.textgridrep.org/textgrid:vpvx.0;;;;;1911;14;FALSCH;1;1;1;several characters;13;1;;;1925;13;14;1;13;0;3;1;91;1911;1;0;1;8384;7723;3682;213;82;not equal
spiess-klara-von-hoheneichen;ger000645;Q121688468;Spieß;0;Klara von Hoheneichen;Ritterschauspiel aus dem funfzehnten Jahrhunderte in vier Aufzügen;;https://books.google.com/books?id=Nzs7AAAAcAAJ&printsec=frontcover;Schönfeld-Meißner;Prag und Leipzig;1791;151;1790;18;FALSCH;7,42E+15;2,88E+15;1,91E+15;klara|otto;4,89E+15;3;###############################################################################################################################################################################################################################################################;1790;1790;11;18;2;16;0;4;1;44;;40;1;4;22813;22385;1828;716;0;not equal
stavenhagen-mudder-mews;ger000168;Q13188682;Stavenhagen;0;Mudder Mews;Niederdeutsches Drama in 5 Akten;;http://www.textgridrep.org/textgrid:vrcn.0;;;;;1904;8;FALSCH;9,11E+15;8,93E+15;1,11E+16;several characters;625;2;;1905;1904;7;8;3;4;1;1;1;25;1903;5;1;5;21644;21272;5040;887;80;not equal
steltzer-franziska-montenegro;ger000716;Q131166948;Steltzer;0;Franziska Montenegro;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://de.wikisource.org/wiki/Franziska_Montenegro;Creutz;Magdeburg und Leipzig;1781;94;1781;13;FALSCH;4,28E+15;3,21E+16;1,86E+15;katelli;3,85E+16;3;;;1781;8;13;2;11;0;0;1;25;;52;0;5;15474;14904;1083;468;0;not equal
stephanie-der-schauspieldirektor;ger000033;Q471810;Stephanie;0;Der Schauspieldirektor;Ein Gelegenheitsstück in einem Aufzuge;;http://www.textgridrep.org/textgrid:vrdc.0;;;;;1786;10;FALSCH;1;1;1;several characters;9;1;;1786;;9;10;5;5;0;0;1;45;;10;25;0;7730;7631;471;336;83;equal
stephanie-die-entfuehrung-aus-dem-serail;ger000381;Q210711;Stephanie;0;Die Entführung aus dem Serail;Ein Singspiel in drey Aufzügen;;http://www.textgridrep.org/textgrid:vrdk.0;;;;;1782;9;WAHR;7,46E+14;6,11E+15;1,21E+16;pedrillo;4,89E+15;2;;1782;;7;9;2;7;0;0;2;22;;28;37;3;9670;9308;1032;287;482;not equal
stephanie-die-liebe-im-narrenhause;ger000133;Q52882712;Stephanie;0;Die Liebe im Narrenhause;Eine komische Oper in zwey Aufzügen;;http://www.textgridrep.org/textgrid:vrds.0;;;;;1787;11;WAHR;1;1;1;several characters;10;1;;1787;;10;11;4;7;0;0;1;55;;41;0;2;14943;14416;2020;394;806;not equal
stephanie-doktor-und-apotheker;ger000344;Q1235105;Stephanie;0;Doktor und Apotheker;Komische Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:vrdj.0;;;;;1786;10;WAHR;8,78E+15;8,22E+15;1,18E+16;krautmann;74;2;;1786;;9;10;3;7;0;0;1;37;;45;6;2;19328;18428;3929;421;1183;not equal
sternheim-der-snob;ger000493;Q1196902;Sternheim;0;Der Snob;Komödie in drei Aufzügen;Comedy;https://www.gutenberg.org/ebooks/60089;;;;;1914;8;FALSCH;6,61E+15;4,64E+15;1,54E+16;christian;325;2;;1914;1914;7;8;4;4;0;0;1;13;;20;1;3;12297;12138;1000;723;0;equal
stramm-die-haidebraut;ger000669;Q124307280;Stramm;0;Die Haidebraut;;;http://www.textgridrep.org/textgrid:w3w0.0;Limes;Wiesbaden;1963;18;1914;5;FALSCH;8,67E+15;8;12;laszlo|maruschka;32;2;;1919;1914;4;5;2;3;0;0;1;8;;5;0;0;3063;2380;1314;248;0;not equal
stramm-erwachen;ger000563;Q107611479;Stramm;0;Erwachen;;;http://www.textgridrep.org/textgrid:w3x0.0;Limes;Wiesbaden;1963;21;1914;15;FALSCH;1;1;1;several characters;14;1;;1921;1914;14;15;5;8;2;3;1;105;;1;0;0;4271;3348;2355;237;0;not equal
stramm-geschehen;ger000673;Q124315651;Stramm;0;Geschehen;;;http://www.textgridrep.org/textgrid:w3vd.0;Limes;Wiesbaden;1963;23;1915;48;FALSCH;9,56E+15;3,64E+16;1,64E+16;er|sie;17125;2;;;1915;47;48;13;10;25;9;1;411;1915;5;0;0;3755;2834;2177;426;0;not equal
stramm-kraefte;ger000672;Q124311807;Stramm;0;Kräfte;;;http://www.textgridrep.org/textgrid:w3xb.0;Limes;Wiesbaden;1963;22;1915;4;FALSCH;1;1;1;several characters;3;1;;1919;1915;3;4;2;2;0;0;1;6;;5;0;0;4320;3376;2567;317;0;equal
stramm-rudimentaer;ger000670;Q124309865;Stramm;0;Rudimentär;;;http://www.textgridrep.org/textgrid:w3sp.0;Limes;Wiesbaden;1963;20;1914;3;FALSCH;1;1;1;er|sie|chauffeur;2;1;27.01.24;1924;1914;2;3;1;2;0;0;1;3;;1;0;0;4565;4263;2540;190;0;not equal
stramm-sancta-susanna;ger000671;Q124310297;Stramm;0;Sancta Susanna;Ein Gesang der Mainacht;;http://www.textgridrep.org/textgrid:w3vm.0;Limes;Wiesbaden;1963;13;1914;7;FALSCH;1;1;1;several characters;6;1;;1918;1914;6;7;6;1;0;1;1;21;;1;0;0;2211;1343;1484;114;0;not equal
